"from" "to"
"1" 5 13
"2" 10 14
"3" 13 15
"4" 6 16
"5" 11 20
"6" 6 24
"7" 3 25
"8" 12 28
"9" 28 34
"10" 6 35
"11" 15 35
"12" 18 37
"13" 11 39
"14" 4 40
"15" 31 40
"16" 38 41
"17" 12 44
"18" 24 45
"19" 14 49
"20" 18 49
"21" 35 50
"22" 44 50
"23" 4 51
"24" 41 51
"25" 23 52
"26" 9 53
"27" 22 53
"28" 15 55
"29" 30 56
"30" 1 59
"31" 53 62
"32" 49 64
"33" 10 66
"34" 38 67
"35" 20 68
"36" 49 68
"37" 49 69
"38" 51 69
"39" 65 69
"40" 20 70
"41" 29 71
"42" 24 73
"43" 1 74
"44" 20 74
"45" 51 74
"46" 71 74
"47" 70 78
"48" 77 78
"49" 24 79
"50" 30 79
"51" 51 80
"52" 20 81
"53" 2 82
"54" 14 82
"55" 44 82
"56" 29 83
"57" 47 83
"58" 23 84
"59" 61 84
"60" 43 85
"61" 65 85
"62" 77 85
"63" 78 85
"64" 27 87
"65" 1 88
"66" 24 88
"67" 56 90
"68" 65 91
"69" 80 91
"70" 82 91
"71" 21 93
"72" 32 93
"73" 26 94
"74" 47 96
"75" 10 97
"76" 74 98
"77" 59 100
"78" 7 101
"79" 53 101
"80" 88 101
"81" 29 102
"82" 46 102
"83" 69 102
"84" 45 104
"85" 21 105
"86" 85 105
"87" 8 106
"88" 29 106
"89" 50 106
"90" 59 106
"91" 12 107
"92" 44 107
"93" 84 107
"94" 62 109
"95" 69 109
"96" 97 109
"97" 92 110
"98" 93 110
"99" 2 111
"100" 106 111
"101" 28 112
"102" 30 112
"103" 79 112
"104" 100 113
"105" 110 115
"106" 8 116
"107" 49 116
"108" 98 116
"109" 31 117
"110" 91 117
"111" 93 117
"112" 96 117
"113" 98 117
"114" 86 118
"115" 92 118
"116" 46 119
"117" 86 119
"118" 114 119
"119" 91 121
"120" 10 123
"121" 20 125
"122" 91 125
"123" 32 126
"124" 96 126
"125" 90 127
"126" 96 127
"127" 120 127
"128" 112 128
"129" 32 129
"130" 61 129
"131" 121 129
"132" 42 130
"133" 57 130
"134" 73 130
"135" 118 130
"136" 20 131
"137" 71 131
"138" 130 131
"139" 34 132
"140" 50 132
"141" 53 132
"142" 96 133
"143" 108 133
"144" 79 135
"145" 131 135
"146" 134 135
"147" 18 136
"148" 42 136
"149" 51 136
"150" 74 136
"151" 77 136
"152" 61 137
"153" 82 137
"154" 79 138
"155" 82 138
"156" 101 139
"157" 11 140
"158" 19 140
"159" 95 140
"160" 121 140
"161" 61 141
"162" 18 142
"163" 32 142
"164" 41 143
"165" 62 143
"166" 68 143
"167" 69 143
"168" 102 143
"169" 10 144
"170" 36 144
"171" 81 144
"172" 76 145
"173" 93 145
"174" 116 145
"175" 14 146
"176" 35 146
"177" 92 146
"178" 94 146
"179" 103 146
"180" 119 146
"181" 120 146
"182" 3 147
"183" 52 148
"184" 60 148
"185" 80 148
"186" 5 149
"187" 26 149
"188" 30 149
"189" 57 149
"190" 136 149
"191" 21 150
"192" 102 150
"193" 128 150
"194" 79 151
"195" 141 151
"196" 130 153
"197" 76 154
"198" 122 154
"199" 131 155
"200" 22 156
"201" 61 156
"202" 77 156
"203" 92 156
"204" 13 157
"205" 70 157
"206" 18 158
"207" 41 159
"208" 150 159
"209" 29 160
"210" 150 160
"211" 2 161
"212" 16 161
"213" 22 161
"214" 37 161
"215" 89 162
"216" 48 163
"217" 87 163
"218" 61 165
"219" 110 165
"220" 19 166
"221" 97 166
"222" 112 166
"223" 133 166
"224" 106 167
"225" 114 167
"226" 116 167
"227" 1 168
"228" 39 168
"229" 69 168
"230" 23 169
"231" 35 169
"232" 109 169
"233" 124 170
"234" 137 170
"235" 22 171
"236" 122 171
"237" 88 172
"238" 97 172
"239" 4 173
"240" 49 173
"241" 59 173
"242" 134 173
"243" 152 173
"244" 160 174
"245" 36 175
"246" 51 175
"247" 82 175
"248" 24 176
"249" 71 176
"250" 119 176
"251" 47 177
"252" 100 177
"253" 103 177
"254" 108 177
"255" 141 178
"256" 43 179
"257" 86 179
"258" 93 179
"259" 97 179
"260" 28 180
"261" 35 180
"262" 79 180
"263" 38 181
"264" 70 181
"265" 71 181
"266" 89 181
"267" 9 182
"268" 63 182
"269" 121 182
"270" 162 182
"271" 65 183
"272" 84 183
"273" 87 183
"274" 161 183
"275" 18 184
"276" 84 184
"277" 108 184
"278" 174 184
"279" 11 185
"280" 19 185
"281" 77 185
"282" 127 185
