"from" "to"
"1" 5 10
"2" 6 24
"3" 8 26
"4" 31 33
"5" 7 36
"6" 28 38
"7" 1 43
"8" 12 43
"9" 23 43
"10" 20 44
"11" 31 44
"12" 1 45
"13" 17 46
"14" 36 46
"15" 42 49
"16" 7 50
"17" 38 50
"18" 39 50
"19" 3 51
"20" 7 51
"21" 14 52
"22" 28 54
"23" 29 54
"24" 53 56
"25" 4 57
"26" 7 57
"27" 1 59
"28" 17 59
"29" 24 62
"30" 58 62
"31" 7 63
"32" 24 64
"33" 35 66
"34" 37 67
"35" 45 68
"36" 4 69
"37" 63 69
"38" 8 72
"39" 12 73
"40" 49 73
"41" 1 74
"42" 53 74
"43" 35 75
"44" 3 76
"45" 10 76
"46" 49 77
"47" 60 79
"48" 3 80
"49" 6 82
"50" 46 82
"51" 69 83
"52" 20 84
"53" 33 84
"54" 25 85
"55" 58 85
"56" 19 86
"57" 37 86
"58" 10 89
"59" 65 91
"60" 48 92
"61" 15 93
"62" 23 93
"63" 70 93
"64" 31 94
"65" 45 94
"66" 55 95
"67" 33 96
"68" 50 98
"69" 57 98
"70" 81 98
"71" 88 98
"72" 15 99
"73" 27 99
"74" 35 101
"75" 45 101
"76" 51 101
"77" 65 102
"78" 68 102
"79" 13 104
"80" 33 104
"81" 42 105
"82" 50 105
"83" 52 105
"84" 3 106
"85" 52 106
"86" 86 106
"87" 103 106
"88" 22 107
"89" 72 107
"90" 81 107
"91" 99 107
"92" 20 108
"93" 31 108
"94" 71 108
"95" 60 109
"96" 74 110
"97" 69 111
"98" 104 111
"99" 78 112
"100" 96 112
"101" 25 113
"102" 70 113
"103" 60 114
"104" 67 114
"105" 108 114
"106" 28 116
"107" 39 116
"108" 53 116
"109" 35 117
"110" 53 117
"111" 106 117
"112" 2 118
"113" 16 119
"114" 17 119
"115" 64 119
"116" 5 120
"117" 45 120
"118" 101 122
"119" 104 122
"120" 9 123
"121" 29 125
"122" 65 125
"123" 75 125
"124" 3 126
"125" 8 126
"126" 52 126
"127" 88 126
"128" 123 126
"129" 5 127
"130" 13 127
"131" 33 127
"132" 82 127
"133" 122 127
"134" 114 128
"135" 41 131
"136" 109 131
"137" 7 132
"138" 17 132
"139" 122 132
"140" 11 133
"141" 20 133
"142" 36 134
"143" 79 134
"144" 36 135
"145" 83 135
"146" 13 136
"147" 82 136
"148" 122 137
"149" 129 137
"150" 21 138
"151" 36 138
"152" 12 139
"153" 15 139
"154" 75 139
"155" 129 139
"156" 88 143
"157" 18 145
"158" 45 146
"159" 54 146
"160" 15 147
"161" 92 147
"162" 44 149
"163" 100 149
"164" 125 149
"165" 30 150
"166" 38 150
"167" 78 150
"168" 83 150
"169" 10 151
"170" 65 151
"171" 61 152
"172" 86 153
"173" 96 153
"174" 140 153
"175" 66 154
"176" 91 154
"177" 36 155
"178" 126 155
"179" 150 155
"180" 120 156
"181" 132 156
"182" 43 157
"183" 53 157
"184" 22 158
"185" 48 158
"186" 60 158
"187" 143 158
"188" 157 158
"189" 9 159
"190" 97 160
"191" 120 160
"192" 143 160
"193" 26 161
"194" 39 161
"195" 19 162
"196" 30 162
"197" 117 162
"198" 138 163
"199" 75 164
"200" 115 164
"201" 93 165
"202" 99 165
"203" 130 165
"204" 116 166
"205" 145 166
"206" 61 167
"207" 98 168
"208" 137 169
"209" 12 170
"210" 108 170
"211" 116 170
"212" 19 171
"213" 27 171
"214" 45 171
"215" 48 171
"216" 68 171
"217" 85 171
"218" 99 171
"219" 162 171
"220" 51 172
"221" 56 172
"222" 149 172
"223" 169 172
"224" 11 173
"225" 47 173
"226" 99 173
"227" 144 173
"228" 67 174
"229" 77 174
